"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Pereira G.R.C.; Gonçalves L.M.; Abrahim-Vieira B.D.A.; De Mesquita J.","Pereira, Gabriel Rodrigues Coutinho (58895959400); Gonçalves, Lucas Machado (57210834575); Abrahim-Vieira, Bárbara de Azevedo (55832261100); De Mesquita, Joelma Freire (6603659541)","58895959400; 57210834575; 55832261100; 6603659541","In silico analyses of acetylcholinesterase (AChE) and its genetic variants in interaction with the anti-Alzheimer drug Rivastigmine","2022","Journal of Cellular Biochemistry","123","7","","1259","1277","18","10","10.1002/jcb.30277","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130812865&doi=10.1002%2fjcb.30277&partnerID=40&md5=b6603411db421df4d1dc8bda051f6977","Bioinformatics and Computational Biology Laboratory, Federal University of the State of Rio de Janeiro—UNIRIO, Rio de Janeiro, Brazil; Molecular modeling and QSAR Laboratory, Federal University of Rio de Janeiro—UFRJ, Rio de Janeiro, Brazil","Pereira G.R.C., Bioinformatics and Computational Biology Laboratory, Federal University of the State of Rio de Janeiro—UNIRIO, Rio de Janeiro, Brazil; Gonçalves L.M., Bioinformatics and Computational Biology Laboratory, Federal University of the State of Rio de Janeiro—UNIRIO, Rio de Janeiro, Brazil; Abrahim-Vieira B.D.A., Molecular modeling and QSAR Laboratory, Federal University of Rio de Janeiro—UFRJ, Rio de Janeiro, Brazil; De Mesquita J., Bioinformatics and Computational Biology Laboratory, Federal University of the State of Rio de Janeiro—UNIRIO, Rio de Janeiro, Brazil","J. De Mesquita; Bioinformatics and Computational Biology Laboratory, Federal University of the State of Rio de Janeiro—UNIRIO, Rio de Janeiro, Brazil; email: joelma.mesquita@unirio.br","","John Wiley and Sons Inc","07302312","","JCEBD","35644025","English","J. Cell. Biochem.","Article","Final","","Scopus","2-s2.0-85130812865"
"Vasilopoulou F.; Rodríguez-Arévalo S.; Bagán A.; Escolano C.; Griñán-Ferré C.; Pallàs M.","Vasilopoulou, Foteini (57201435123); Rodríguez-Arévalo, Sergio (57194049238); Bagán, Andrea (57204762810); Escolano, Carmen (6603704436); Griñán-Ferré, Christian (56320855500); Pallàs, Mercè (7003835718)","57201435123; 57194049238; 57204762810; 6603704436; 56320855500; 7003835718","Disease-modifying treatment with I2 imidazoline receptor ligand LSL60101 in an Alzheimer's disease mouse model: a comparative study with donepezil","2021","British Journal of Pharmacology","178","15","","3017","3033","16","19","10.1111/bph.15478","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106262372&doi=10.1111%2fbph.15478&partnerID=40&md5=ae6e67ebfadce2148cacaf78b110c0f4","Pharmacology Section, Department of Pharmacology, Toxicology and Medicinal Chemistry, Faculty of Pharmacy and Food Sciences, and Institut de Neurociències, University of Barcelona, Barcelona, Spain; Laboratory of Medicinal Chemistry (Associated Unit to CSIC), Department of Pharmacology, Toxicology and Medicinal Chemistry, Faculty of Pharmacy and Food Sciences, and Institute of Biomedicine (IBUB), University of Barcelona, Barcelona, Spain","Vasilopoulou F., Pharmacology Section, Department of Pharmacology, Toxicology and Medicinal Chemistry, Faculty of Pharmacy and Food Sciences, and Institut de Neurociències, University of Barcelona, Barcelona, Spain; Rodríguez-Arévalo S., Laboratory of Medicinal Chemistry (Associated Unit to CSIC), Department of Pharmacology, Toxicology and Medicinal Chemistry, Faculty of Pharmacy and Food Sciences, and Institute of Biomedicine (IBUB), University of Barcelona, Barcelona, Spain; Bagán A., Laboratory of Medicinal Chemistry (Associated Unit to CSIC), Department of Pharmacology, Toxicology and Medicinal Chemistry, Faculty of Pharmacy and Food Sciences, and Institute of Biomedicine (IBUB), University of Barcelona, Barcelona, Spain; Escolano C., Laboratory of Medicinal Chemistry (Associated Unit to CSIC), Department of Pharmacology, Toxicology and Medicinal Chemistry, Faculty of Pharmacy and Food Sciences, and Institute of Biomedicine (IBUB), University of Barcelona, Barcelona, Spain; Griñán-Ferré C., Pharmacology Section, Department of Pharmacology, Toxicology and Medicinal Chemistry, Faculty of Pharmacy and Food Sciences, and Institut de Neurociències, University of Barcelona, Barcelona, Spain; Pallàs M., Pharmacology Section, Department of Pharmacology, Toxicology and Medicinal Chemistry, Faculty of Pharmacy and Food Sciences, and Institut de Neurociències, University of Barcelona, Barcelona, Spain","C. Griñán-Ferré; Pharmacology Section, Department of Pharmacology, Toxicology and Medicinal Chemistry, Faculty of Pharmacy and Food Sciences, and Institut de Neurociències, University of Barcelona, Barcelona, Spain; email: christian.grinan@ub.edu; M. Pallàs; Pharmacology Section, Department of Pharmacology, Toxicology and Medicinal Chemistry, Faculty of Pharmacy and Food Sciences, and Institut de Neurociències, University of Barcelona, Barcelona, Spain; email: pallas@ub.edu","","John Wiley and Sons Inc","00071188","","BJPCB","33817786","English","Br. J. Pharmacol.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85106262372"
"Zúñiga Santamaría T.; Yescas Gómez P.; Fricke Galindo I.; González González M.; Ortega Vázquez A.; López López M.","Zúñiga Santamaría, T. (57202470740); Yescas Gómez, P. (6508086636); Fricke Galindo, I. (56461366300); González González, M. (57221965759); Ortega Vázquez, A. (6505683507); López López, M. (55539164700)","57202470740; 6508086636; 56461366300; 57221965759; 6505683507; 55539164700","Pharmacogenetic studies in Alzheimer disease; [Estudios farmacogenéticos en la enfermedad de Alzheimer]","2022","Neurologia","37","4","","287","303","16","9","10.1016/j.nrl.2018.03.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048490286&doi=10.1016%2fj.nrl.2018.03.025&partnerID=40&md5=bb996466de40ec4e245be39d297d2719","Maestría en Ciencias Farmacéuticas, Universidad Autónoma Metropolitana, Unidad Xochimilco, Coyoacán (México D. F.), Mexico; Departamento de Neurogenética, Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez, Tlalpan (México D. F.), Mexico; Doctorado en Ciencias Biológicas y de la Salud, Universidad Autónoma Metropolitana, Unidad Xochimilco, Coyoacán (México D. F.), Mexico; Unidad de Cognición y Conducta, Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez, Tlalpan (México D. F.), Mexico; Departamento de Sistemas Biológicos, Universidad Autónoma Metropolitana, Unidad Xochimilco, Coyoacán (México D. F.), Mexico","Zúñiga Santamaría T., Maestría en Ciencias Farmacéuticas, Universidad Autónoma Metropolitana, Unidad Xochimilco, Coyoacán (México D. F.), Mexico, Departamento de Neurogenética, Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez, Tlalpan (México D. F.), Mexico; Yescas Gómez P., Departamento de Neurogenética, Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez, Tlalpan (México D. F.), Mexico; Fricke Galindo I., Doctorado en Ciencias Biológicas y de la Salud, Universidad Autónoma Metropolitana, Unidad Xochimilco, Coyoacán (México D. F.), Mexico; González González M., Unidad de Cognición y Conducta, Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez, Tlalpan (México D. F.), Mexico; Ortega Vázquez A., Departamento de Sistemas Biológicos, Universidad Autónoma Metropolitana, Unidad Xochimilco, Coyoacán (México D. F.), Mexico; López López M., Departamento de Sistemas Biológicos, Universidad Autónoma Metropolitana, Unidad Xochimilco, Coyoacán (México D. F.), Mexico","M. López López; Departamento de Sistemas Biológicos, Universidad Autónoma Metropolitana, Unidad Xochimilco, Coyoacán (México D. F.), Mexico; email: mlopez@correo.xoc.uam.mx","","Spanish Society of Neurology","02134853","","NERLE","","English","Neurologia","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85048490286"
"Halla S.B.; Tazzite A.; Gazzaz B.; El Moutawakil B.; Dehbi H.","Halla, Sara Ben (57360034500); Tazzite, Amal (36096281800); Gazzaz, Bouchaïb (35185971500); El Moutawakil, Bouchra (8987640900); Dehbi, Hind (24334521000)","57360034500; 36096281800; 35185971500; 8987640900; 24334521000","Involvement of APOE polymorphism in Alzheimer's disease susceptibility and Donepezil response in Moroccan patients","2022","Gene Reports","26","","101484","","","","1","10.1016/j.genrep.2021.101484","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123992098&doi=10.1016%2fj.genrep.2021.101484&partnerID=40&md5=c402a4adf6005219efb89212a1471553","Laboratory of Cellular and Molecular Pathology, Faculty of Medicine and Pharmacy, Hassan II University of Casablanca, Morocco; Genetics Analysis Institute, Royal gendarmerie, Rabat, Morocco; Neurology Department, IBN ROCHD University Hospital, Casablanca, Morocco; Laboratory of Medical Genetics, IBN ROCHD University Hospital, Casablanca, Morocco","Halla S.B., Laboratory of Cellular and Molecular Pathology, Faculty of Medicine and Pharmacy, Hassan II University of Casablanca, Morocco; Tazzite A., Laboratory of Cellular and Molecular Pathology, Faculty of Medicine and Pharmacy, Hassan II University of Casablanca, Morocco; Gazzaz B., Laboratory of Cellular and Molecular Pathology, Faculty of Medicine and Pharmacy, Hassan II University of Casablanca, Morocco, Genetics Analysis Institute, Royal gendarmerie, Rabat, Morocco; El Moutawakil B., Laboratory of Cellular and Molecular Pathology, Faculty of Medicine and Pharmacy, Hassan II University of Casablanca, Morocco, Neurology Department, IBN ROCHD University Hospital, Casablanca, Morocco; Dehbi H., Laboratory of Cellular and Molecular Pathology, Faculty of Medicine and Pharmacy, Hassan II University of Casablanca, Morocco, Laboratory of Medical Genetics, IBN ROCHD University Hospital, Casablanca, Morocco","S.B. Halla; Laboratory of Cellular and Molecular Pathology, Faculty of Medicine and Pharmacy, Hassan II University, Casablanca, B.P: 9154, Morocco; email: sarabenhalla.fmpc@gmail.com","","Elsevier Inc.","24520144","","","","English","Gene Rep.","Article","Final","","Scopus","2-s2.0-85123992098"
"Malik J.; Mandal S.C.; Choudhary S.; Parihar S.; Rahamathulla M.","Malik, Jai (54581318400); Mandal, Subhash C. (34979135700); Choudhary, Sunayna (55953418800); Parihar, Shweta (59336040600); Rahamathulla, Mohamed (25936602800)","54581318400; 34979135700; 55953418800; 59336040600; 25936602800","Herbal Medicines for Management of Alzheimer’s DiseaseHerbal Medicines for Management of Alzheimer’s Disease","2024","Role of Herbal Medicines: Management of Lifestyle Diseases","","","","231","250","19","0","10.1007/978-981-99-7703-1_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204484335&doi=10.1007%2f978-981-99-7703-1_12&partnerID=40&md5=d0b1d8e23964c0d8361ae37acb967ff4","Department of Pharmacognosy, University Institute of Pharmaceutical Sciences, UGC Centre of Advanced Study, Panjab University, Chandigarh, India; Pharmacognosy and Phytotherapy Research Laboratory, Division of Pharmacognosy, Department of Pharmaceutical Technology, Jadavpur University, Kolkata, India; Department of Pharmacognosy, M.M. College of Pharmacy, M.M. (Deemed to be University), Mullana, Haryana, Ambala, India; Department of Pharmaceutics, College of Pharmacy, King Khalid University, Abha, Saudi Arabia","Malik J., Department of Pharmacognosy, University Institute of Pharmaceutical Sciences, UGC Centre of Advanced Study, Panjab University, Chandigarh, India; Mandal S.C., Pharmacognosy and Phytotherapy Research Laboratory, Division of Pharmacognosy, Department of Pharmaceutical Technology, Jadavpur University, Kolkata, India; Choudhary S., Department of Pharmacognosy, M.M. College of Pharmacy, M.M. (Deemed to be University), Mullana, Haryana, Ambala, India; Parihar S., Department of Pharmacognosy, University Institute of Pharmaceutical Sciences, UGC Centre of Advanced Study, Panjab University, Chandigarh, India; Rahamathulla M., Department of Pharmaceutics, College of Pharmacy, King Khalid University, Abha, Saudi Arabia","J. Malik; Department of Pharmacognosy, University Institute of Pharmaceutical Sciences, UGC Centre of Advanced Study, Panjab University, Chandigarh, India; email: jmalik@pu.ac.in","","Springer Nature","","978-981997703-1; 978-981997702-4","","","English","Role of Herbal Medicines: Management of Lifestyle Diseases","Book chapter","Final","","Scopus","2-s2.0-85204484335"
"Cacabelos R.","Cacabelos, Ramón (7005732569)","7005732569","Pharmacogenetic considerations when prescribing cholinesterase inhibitors for the treatment of Alzheimer’s disease","2020","Expert Opinion on Drug Metabolism and Toxicology","16","8","","673","701","28","32","10.1080/17425255.2020.1779700","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087378138&doi=10.1080%2f17425255.2020.1779700&partnerID=40&md5=03710f59bc91301befde290493f1d7b6","Department of Genomic Medicine, EuroEspes Biomedical Research Center, International Center of Neuroscience and Genomic Medicine, Bergondo, Corunna, Spain","Cacabelos R., Department of Genomic Medicine, EuroEspes Biomedical Research Center, International Center of Neuroscience and Genomic Medicine, Bergondo, Corunna, Spain","R. Cacabelos; EuroEspes Biomedical Research Center, International Center of Neuroscience and Genomic Medicine, Bergondo, 15165, Spain; email: rcacabelos@euroespes.com","","Taylor and Francis Ltd.","17425255","","","32520597","English","Expert Opin. Drug Metab. Toxicol.","Review","Final","","Scopus","2-s2.0-85087378138"
"Koirala M.; Karimzadegan V.; Liyanage N.S.; Mérindol N.; Desgagné-Penix I.","Koirala, Manoj (57219696944); Karimzadegan, Vahid (57204861003); Liyanage, Nuwan Sameera (57762392000); Mérindol, Natacha (8704782200); Desgagné-Penix, Isabel (16635671000)","57219696944; 57204861003; 57762392000; 8704782200; 16635671000","Biotechnological Approaches to Optimize the Production of Amaryllidaceae Alkaloids","2022","Biomolecules","12","7","893","","","","8","10.3390/biom12070893","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132699241&doi=10.3390%2fbiom12070893&partnerID=40&md5=2d856b9b5b91bbb4ca0c71ab8819793a","Department of Chemistry, Biochemistry and Physics, Université du Québec à Trois-Rivières, Trois-Rivières, G9A 5H7, QC, Canada; Groupe de Recherche en Biologie Végétale, Université du Québec à Trois-Rivières, Trois-Rivières, G9A 5H7, QC, Canada","Koirala M., Department of Chemistry, Biochemistry and Physics, Université du Québec à Trois-Rivières, Trois-Rivières, G9A 5H7, QC, Canada; Karimzadegan V., Department of Chemistry, Biochemistry and Physics, Université du Québec à Trois-Rivières, Trois-Rivières, G9A 5H7, QC, Canada; Liyanage N.S., Department of Chemistry, Biochemistry and Physics, Université du Québec à Trois-Rivières, Trois-Rivières, G9A 5H7, QC, Canada; Mérindol N., Department of Chemistry, Biochemistry and Physics, Université du Québec à Trois-Rivières, Trois-Rivières, G9A 5H7, QC, Canada; Desgagné-Penix I., Department of Chemistry, Biochemistry and Physics, Université du Québec à Trois-Rivières, Trois-Rivières, G9A 5H7, QC, Canada, Groupe de Recherche en Biologie Végétale, Université du Québec à Trois-Rivières, Trois-Rivières, G9A 5H7, QC, Canada","I. Desgagné-Penix; Department of Chemistry, Biochemistry and Physics, Université du Québec à Trois-Rivières, Trois-Rivières, G9A 5H7, Canada; email: isabel.desgagne-penix@uqtr.ca","","MDPI","2218273X","","","35883449","English","Biomolecules","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85132699241"
"Bandakinda M.; Mishra A.","Bandakinda, Mounisha (58488229500); Mishra, Awanish (35769446500)","58488229500; 35769446500","Insights into role of microRNA in Alzheimer's disease: From contemporary research to bedside perspective","2023","International Journal of Biological Macromolecules","253","","126561","","","","7","10.1016/j.ijbiomac.2023.126561","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170241397&doi=10.1016%2fj.ijbiomac.2023.126561&partnerID=40&md5=2c33b7f6440d8f6a313ea63aad68784c","Department of Pharmacology and Toxicology, National Institute of Pharmaceutical Education and Research (NIPER) – Guwahati, Changsari, Kamrup, Assam, 781101, India","Bandakinda M., Department of Pharmacology and Toxicology, National Institute of Pharmaceutical Education and Research (NIPER) – Guwahati, Changsari, Kamrup, Assam, 781101, India; Mishra A., Department of Pharmacology and Toxicology, National Institute of Pharmaceutical Education and Research (NIPER) – Guwahati, Changsari, Kamrup, Assam, 781101, India","A. Mishra; Department of Pharmacology and Toxicology, National Institute of Pharmaceutical Education and Research (NIPER) – Guwahati, Sila Katamur (Halugurisuk), Changsari, Kamrup, Assam, 781101, India; email: awanish@niperguwahati.in","","Elsevier B.V.","01418130","","IJBMD","37659493","English","Int. J. Biol. Macromol.","Review","Final","","Scopus","2-s2.0-85170241397"
"Hong L.; Ji Y.; Kennelly E.J.; Long C.; Di R.","Hong, Liya (36787073000); Ji, Yuanyuan (57202917402); Kennelly, Edward J. (7004641877); Long, Chunlin (55649597000); Di, Rong (6602579689)","36787073000; 57202917402; 7004641877; 55649597000; 6602579689","Amaryllidaceae alkaloids from Lycoris suppress amyloid β-induced neurodegeneration in transgenic Caenorhabditis elegans CL2355","2022","Industrial Crops and Products","189","","115798","","","","4","10.1016/j.indcrop.2022.115798","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140065573&doi=10.1016%2fj.indcrop.2022.115798&partnerID=40&md5=d504b970fc0368c2436eaf4a8d2fa45d","College of Life and Environmental Sciences, Minzu University of China, Beijing, 100081, China; College of Agronomy, Henan Agricultural University, Zhengzhou, 450046, China; Key Laboratory of Ecology and Environment in Minority Areas (Minzu University of China), National Ethnic Affairs Commission of China, Beijing, 100081, China; Department of Biological Sciences, Lehman College, City University of New York, Bronx, 10468, NY, United States; PhD Program in Biology, The Graduate Center, City University of New York, 365 Fifth Avenue, New York, 10016, NY, United States; Key Laboratory of Ethnomedicine (Minzu University of China), Ministry of Education of China, Beijing, 100081, China; Department of Plant Biology, School of Environmental and Biological Sciences, Rutgers, The State University of New Jersey, New Brunswick, 08901, NJ, United States","Hong L., College of Life and Environmental Sciences, Minzu University of China, Beijing, 100081, China, College of Agronomy, Henan Agricultural University, Zhengzhou, 450046, China; Ji Y., College of Life and Environmental Sciences, Minzu University of China, Beijing, 100081, China, Key Laboratory of Ecology and Environment in Minority Areas (Minzu University of China), National Ethnic Affairs Commission of China, Beijing, 100081, China; Kennelly E.J., Department of Biological Sciences, Lehman College, City University of New York, Bronx, 10468, NY, United States, PhD Program in Biology, The Graduate Center, City University of New York, 365 Fifth Avenue, New York, 10016, NY, United States; Long C., College of Life and Environmental Sciences, Minzu University of China, Beijing, 100081, China, Key Laboratory of Ecology and Environment in Minority Areas (Minzu University of China), National Ethnic Affairs Commission of China, Beijing, 100081, China, Key Laboratory of Ethnomedicine (Minzu University of China), Ministry of Education of China, Beijing, 100081, China; Di R., Department of Plant Biology, School of Environmental and Biological Sciences, Rutgers, The State University of New Jersey, New Brunswick, 08901, NJ, United States","E.J. Kennelly; Department of Biological Sciences, Lehman College, City University of New York, Bronx, 10468, United States; email: EDWARD.KENNELLY@lehman.cuny.edu; C. Long; College of Life and Environmental Sciences, Minzu University of China, Beijing, 100081, China; email: long@mail.kib.ac.cn; R. Di; Department of Plant Biology, School of Environmental and Biological Sciences, Rutgers, The State University of New Jersey, New Brunswick, 08901, United States; email: rongdi@sebs.rutgers.edu","","Elsevier B.V.","09266690","","ICRDE","","English","Ind. Crops Prod.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85140065573"
"Lin R.; Rao S.; Li Y.; Zhang L.; Xu L.; He Y.; Liu Z.; Chen H.","Lin, Rongtian (57220815015); Rao, Shuwen (57220812875); Li, Yanbing (57214958953); Zhang, Lei (57194018089); Xu, Liyu (57220811969); He, Yepu (57215935139); Liu, Zhijun (57193778716); Chen, Heru (7501612294)","57220815015; 57220812875; 57214958953; 57194018089; 57220811969; 57215935139; 57193778716; 7501612294","Conjugation of tacrine with genipin derivative not only enhances effects on AChE but also leads to autophagy against Alzheimer's disease","2021","European Journal of Medicinal Chemistry","211","","113067","","","","6","10.1016/j.ejmech.2020.113067","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097681688&doi=10.1016%2fj.ejmech.2020.113067&partnerID=40&md5=5a87ba02240fe92b5e2b476efb463541","Institute of Traditional Chinese Medicine and Natural Product, College of Pharmacy, Jinan University, Guangzhou, 510632, China; Guangdong Province Key Laboratory of Pharmacodynamic Constituents of TCM and New Drugs Research, Guangzhou, 510632, China; International Cooperative Laboratory of Traditional Chinese Medicine Modernization and Innovative Drug Development of Chinese Ministry of Education, School of Pharmacy, Jinan University, Guangzhou, 510632, China","Lin R., Institute of Traditional Chinese Medicine and Natural Product, College of Pharmacy, Jinan University, Guangzhou, 510632, China; Rao S., Institute of Traditional Chinese Medicine and Natural Product, College of Pharmacy, Jinan University, Guangzhou, 510632, China; Li Y., Institute of Traditional Chinese Medicine and Natural Product, College of Pharmacy, Jinan University, Guangzhou, 510632, China; Zhang L., Institute of Traditional Chinese Medicine and Natural Product, College of Pharmacy, Jinan University, Guangzhou, 510632, China; Xu L., Institute of Traditional Chinese Medicine and Natural Product, College of Pharmacy, Jinan University, Guangzhou, 510632, China; He Y., Institute of Traditional Chinese Medicine and Natural Product, College of Pharmacy, Jinan University, Guangzhou, 510632, China; Liu Z., Institute of Traditional Chinese Medicine and Natural Product, College of Pharmacy, Jinan University, Guangzhou, 510632, China; Chen H., Institute of Traditional Chinese Medicine and Natural Product, College of Pharmacy, Jinan University, Guangzhou, 510632, China, Guangdong Province Key Laboratory of Pharmacodynamic Constituents of TCM and New Drugs Research, Guangzhou, 510632, China, International Cooperative Laboratory of Traditional Chinese Medicine Modernization and Innovative Drug Development of Chinese Ministry of Education, School of Pharmacy, Jinan University, Guangzhou, 510632, China","H. Chen; Institute of Traditional Chinese Medicine and Natural Product, College of Pharmacy, Jinan University, Guangzhou, Huangpu Avenue West 601, 510632, China; email: thrchen@jnu.edu.cn","","Elsevier Masson s.r.l.","02235234","","EJMCA","33338868","English","Eur. J. Med. Chem.","Article","Final","","Scopus","2-s2.0-85097681688"
"Thakral S.; Yadav A.; Singh V.; Kumar M.; Kumar P.; Narang R.; Sudhakar K.; Verma A.; Khalilullah H.; Jaremko M.; Emwas A.-H.","Thakral, Samridhi (55364385600); Yadav, Alka (58295420800); Singh, Vikramjeet (20734455100); Kumar, Manoj (57077507500); Kumar, Pradeep (57214055090); Narang, Rakesh (20735011200); Sudhakar, Kalvatala (57206451226); Verma, Amita (8982327200); Khalilullah, Habibullah (52263802900); Jaremko, Mariusz (8355144200); Emwas, Abdul-Hamid (6507012683)","55364385600; 58295420800; 20734455100; 57077507500; 57214055090; 20735011200; 57206451226; 8982327200; 52263802900; 8355144200; 6507012683","Alzheimer's disease: Molecular aspects and treatment opportunities using herbal drugs","2023","Ageing Research Reviews","88","","101960","","","","32","10.1016/j.arr.2023.101960","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160659662&doi=10.1016%2fj.arr.2023.101960&partnerID=40&md5=d63fa38e3edd6ace9bce3ae3ae9054a3","Department of Pharmaceutical Sciences, Guru Jambheshwar University of Science and Technology, Haryana, Hisar, 125001, India; Department of Pharmaceutical Sciences and Natural Products, Central University of Punjab, Punjab, Bathinda, 151401, India; Institute of Pharmaceutical Sciences, Kurukshetra University, Haryana, Kurukshetra, 136119, India; School of Pharmaceutical Sciences, Lovely Professional University, Phagwara, India; Bioorganic and Medicinal Chemistry Research Laboratory, Department of Pharmaceutical Sciences, Sam Higginbottom University of Agriculture, Technology and Sciences, Prayagraj, 211007, India; Department of Pharmaceutical Chemistry and Pharmacognosy, Unaizah College of Pharmacy, Qassim University, Unayzah, 51911, Saudi Arabia; Smart-Health Initiative (SHI) and Red Sea Research Center (RSRC), Division of Biological and Environmental Sciences and Engineering (BESE), King Abdullah University of Science and Technology (KAUST), Thuwal, 23955-6900, Saudi Arabia; Core Labs, King Abdullah University of Science and Technology (KAUST), Thuwal, 23955-6900, Saudi Arabia","Thakral S., Department of Pharmaceutical Sciences, Guru Jambheshwar University of Science and Technology, Haryana, Hisar, 125001, India; Yadav A., Department of Pharmaceutical Sciences, Guru Jambheshwar University of Science and Technology, Haryana, Hisar, 125001, India; Singh V., Department of Pharmaceutical Sciences, Guru Jambheshwar University of Science and Technology, Haryana, Hisar, 125001, India; Kumar M., Department of Pharmaceutical Sciences, Guru Jambheshwar University of Science and Technology, Haryana, Hisar, 125001, India; Kumar P., Department of Pharmaceutical Sciences and Natural Products, Central University of Punjab, Punjab, Bathinda, 151401, India; Narang R., Institute of Pharmaceutical Sciences, Kurukshetra University, Haryana, Kurukshetra, 136119, India; Sudhakar K., School of Pharmaceutical Sciences, Lovely Professional University, Phagwara, India; Verma A., Bioorganic and Medicinal Chemistry Research Laboratory, Department of Pharmaceutical Sciences, Sam Higginbottom University of Agriculture, Technology and Sciences, Prayagraj, 211007, India; Khalilullah H., Department of Pharmaceutical Chemistry and Pharmacognosy, Unaizah College of Pharmacy, Qassim University, Unayzah, 51911, Saudi Arabia; Jaremko M., Smart-Health Initiative (SHI) and Red Sea Research Center (RSRC), Division of Biological and Environmental Sciences and Engineering (BESE), King Abdullah University of Science and Technology (KAUST), Thuwal, 23955-6900, Saudi Arabia; Emwas A.-H., Core Labs, King Abdullah University of Science and Technology (KAUST), Thuwal, 23955-6900, Saudi Arabia","V. Singh; Department of Pharmaceutical Sciences, Guru Jambheshwar University of Science and Technology, Hisar, Haryana, 125001, India; email: vikramjeetsinghjudge@gmail.com","","Elsevier Ireland Ltd","15681637","","ARRGA","37224884","English","Ageing Res. Rev.","Review","Final","","Scopus","2-s2.0-85160659662"
"Noetzli M.; Eap C.B.","Noetzli, Muriel (40361280000); Eap, Chin B. (7006152937)","40361280000; 7006152937","Pharmacodynamic, pharmacokinetic and pharmacogenetic aspects of drugs used in the treatment of alzheimer's disease","2013","Clinical Pharmacokinetics","52","4","","225","241","16","174","10.1007/s40262-013-0038-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877058712&doi=10.1007%2fs40262-013-0038-9&partnerID=40&md5=d260646158841719172e92dc4a952f29","Department of Psychiatry, Lausanne University Hospital, University of Lausanne, 1008 Prilly-Lausanne, Switzerland; School of Pharmaceutical Sciences, University of Geneva, University of Lausanne, Geneva, Switzerland","Noetzli M., Department of Psychiatry, Lausanne University Hospital, University of Lausanne, 1008 Prilly-Lausanne, Switzerland; Eap C.B., Department of Psychiatry, Lausanne University Hospital, University of Lausanne, 1008 Prilly-Lausanne, Switzerland, School of Pharmaceutical Sciences, University of Geneva, University of Lausanne, Geneva, Switzerland","C.B. Eap; Department of Psychiatry, Lausanne University Hospital, University of Lausanne, 1008 Prilly-Lausanne, Switzerland; email: chin.eap@chuv.ch","","","11791926","","CPKND","23408070","English","Clin. Pharmacokinet.","Review","Final","","Scopus","2-s2.0-84877058712"
"Cacabelos R.; Torrellas C.; Teijido O.; Carril J.C.","Cacabelos, Ramón (7005732569); Torrellas, Clara (52365042100); Teijido, Oscar (23109715000); Carril, Juan Carlos (7006262445)","7005732569; 52365042100; 23109715000; 7006262445","Pharmacogenetic considerations in the treatment of Alzheimer's disease","2016","Pharmacogenomics","17","9","","1041","1074","33","40","10.2217/pgs-2016-0031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977644371&doi=10.2217%2fpgs-2016-0031&partnerID=40&md5=d02d069ace024c2b2a71297bd827b4b2","Department of Genomic Medicine, Camilo José Cela University, Madrid, Spain; EuroEspes Biomedical Research Center, Institute of Medical Science and Genomic Medicine, Corunna, Spain","Cacabelos R., Department of Genomic Medicine, Camilo José Cela University, Madrid, Spain, EuroEspes Biomedical Research Center, Institute of Medical Science and Genomic Medicine, Corunna, Spain; Torrellas C., EuroEspes Biomedical Research Center, Institute of Medical Science and Genomic Medicine, Corunna, Spain; Teijido O., EuroEspes Biomedical Research Center, Institute of Medical Science and Genomic Medicine, Corunna, Spain; Carril J.C., EuroEspes Biomedical Research Center, Institute of Medical Science and Genomic Medicine, Corunna, Spain","R. Cacabelos; Department of Genomic Medicine, Camilo José Cela University, Madrid, Spain; email: rcacabelos@euroespes.com","","Future Medicine Ltd.","14622416","","PARMF","27291247","English","Pharmacogenomics","Review","Final","","Scopus","2-s2.0-84977644371"
